Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Congo,28.875,19.25,9.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.333333333,0.666666667,0.0,0.0,0.5,1.0,6.0,0.0,3.8,7.6,11.4,15.2,19.0,16.28571429,13.57142857,10.85714286,8.142857143,5.428571429,2.714285714,0.0,20.0,24.0,0.0,10.0,7
Costa Rica,1.0,4.666666667,8.333333333,12.0,16.6,21.2,25.8,30.4,35.0,18.0,1.0,48.0,0.0,12.0,2.0,0.0,60.0,34.0,8.0,9.0,7.0,0.0,10.0,3.0,10.0,6.0,12.5,19.0,11.0,31.0,27.0,4.0,8.0,5.333333333,2.666666667,0.0,9.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,0
Cote d'Ivoire,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,16.0,20.0,24.0,28.0,25.45454545,22.90909091,20.36363636,17.81818182,15.27272727,12.72727273,10.18181818,7.636363636,5.090909091,2.545454545,0.0,6.0,27.0,18.0,25.0,32.0,39.0,46.0,16.0,20.0,15.0,20.0,12.0,24.0,18.5,13.0,13.0,13
Croatia,,,,,,,,,,,,,,,,,0.0,0.0,13.66666667,27.33333333,41.0,0.0,394.0,788.0,397.5,7.0,0.0,12.0,8.0,4.0,0.0,3.5,7.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,370.0,731.0,1.0,1
Cyprus,0.642857143,0.428571429,0.214285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,18.66666667,35.33333333,52.0,28.5,5.0,3.333333333,1.666666667,0.0,0.0,1.333333333,2.666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,101.0,50.5,0
Czechia,,,,,,,,,,,,,,,,,1.0,29.0,6.0,3.0,0.0,10.0,20.0,418.0,210.5,3.0,19.0,4.0,2.0,15.0,23.0,27.5,32.0,15.0,11.25,7.5,3.75,0.0,3.0,2.0,1.0,6.0,280.0,0.0,0
Democratic Republic of Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,9.0,24.0,39.0,26.0,13.0,0.0,1.0,2.0,32.0,62.0,240.0,29.0,21.5,14.0,4.0,32.0,36.0,0.0,54.0,0.0,1.0,83.0,165.0,55.0,50.0,279.0,51.0,80.0,83.0,32.0,223.0,3086.0,2
Denmark,0.0,9.0,5.5,2.0,1.0,0.0,0.2,0.4,0.6,0.8,1.0,0.5,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.666666667,1.333333333,2.0,29.88888889,57.77777778,85.66666667,113.5555556,141.4444444,169.3333333,197.2222222,225.1111111,253.0,253.0,253
Djibouti,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,5.0,2.5,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714286,0.571428571,0.857142857,1.142857143,1.428571429,1.714285714,2.0,11.0,8.0,4.0,0.0,0.0,0
Dominica,0.0,0.5,1.0,1.5,2.0,1.6,1.2,0.8,0.4,0.0,0.333333333,0.666666667,1.0,1.333333333,1.666666667,2.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,1.333333333,2.0,1.5,1.0,0.5,0.0,7.5,15.0,22.5,30.0,47.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64
Dominican Republic,7.0,20.0,10.0,0.0,6.0,12.0,12.0,3.0,0.0,0.0,5.0,10.0,20.0,30.0,20.5,11.0,27.0,187.0,347.0,232.3333333,117.6666667,3.0,3.0,21.0,703.0,12.0,93.5,175.0,13.0,7.0,7.0,11.0,8.0,0.0,1.0,2.0,21.0,5.0,0.0,3.0,6.0,2.0,2.0,38.0,38
