Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cote d'Ivoire,16.38705,18.0648,18.5332,19.0016,19.30515,19.93263,19.83602,19.73941,20.01372,20.28803,20.56234,20.83665,21.11096,21.38527,21.65958,21.93389,22.2082,22.48251,22.75682,23.03113,24.06076133,25.09039267,26.120024,27.14965533,28.17928667,29.208918,30.23854933,31.26818067,32.297812,33.32744333,34.35707467,35.386706,36.41633733,37.44596867,38.4756,41.66374,43.89496,46.85496,49.0458,52.21115,54.65253,57.28151,55.06694,55.06694,55.06694
Croatia,,,,,,,,,,,,,,79.26046,81.64051,78.73882,79.24087,80.53873,82.44988,84.46741,89.621305,94.7752,95.02173,95.49564,97.286265,99.07689,99.03451,99.01253,98.99923,98.93942,98.89552,99.2656,99.34639,100.909,100.84135,100.70594,101.12888,101.3238,101.98253,102.13385,102.67526,102.9841,102.9841,102.9841,102.9841
Cuba,78.81934,79.23966,79.93903,77.38493,79.55281,80.64531,82.83502,84.83673,87.34705,90.70646,92.22484,92.8034,91.27592,88.20671,83.38963,79.44846,83.09503,82.60846,81.313835,80.01921,82.12486,84.56029,88.73635,91.90457,91.30543,92.61843,93.41139,93.35877,93.32717,92.15505,92.33094,92.01784,90.6325,90.87412,96.1426,96.27415,98.02238,99.27629,100.18536,101.08946,102.03796,99.63522,103.67054,103.67054,103.67054
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.30664,92.47287143,98.63910286,104.8053343,110.9715657,117.1377971,123.3040286,129.47026,129.47026,129.47026,129.47026,129.47026
Cyprus,,,,,,,,,,,,,,,,,,,,,93.37214,93.44506,96.91521,97.55623,96.29353,94.00523,93.14047,92.91394,92.36916,91.92618,91.4408,92.82562,95.29985,98.31169,99.41673,99.77831,99.11931,100.33255,100.25352,100.85043,101.42741,102.4995,102.4995,102.4995,102.4995
Czechia,92.1945,96.907405,101.62031,99.59208,94.93588,92.65126,90.55454,92.32541,90.46553,92.04037,91.08969,90.41676,87.85672,91.01663,93.95478,97.8036,101.24498,90.70063,84.30592,84.65258,89.39952,94.58514,95.28975,96.04711,95.47457,96.04924,97.45972,97.71528,98.08133,97.9063,98.65442,99.44673,99.77496,106.87507,106.11851,104.81052,103.01508,102.2047,101.51489,100.21557,99.32926,100.09785,100.09785,100.09785,100.09785
Democratic Republic of Congo,24.48935,24.13412,23.82042,23.54394,23.30614,23.07635,22.95774,22.87707,24.15057,23.701725,23.25288,22.804035,22.35519,24.12216,25.64897,27.61199,28.1868375,28.761685,29.3365325,29.91138,30.4862275,31.061075,31.6359225,32.21077,32.7856175,33.360465,33.9353125,34.51016,36.82092,38.44058,38.13175,40.16144,40.05628,39.87744,42.73134,43.82404,46.00103667,48.17803333,50.35503,52.53202667,54.70902333,56.88602,56.88602,56.88602,56.88602
Denmark,98.71728,101.19829,101.65723,103.26139,103.62365,105.19337,108.74291,111.05418,111.04199,110.32108,109.65269,110.2974,111.44023,112.90461,115.89076,120.8398,122.987,123.93989,124.89278,125.79823,126.85309,129.87651,125.10567,124.61947,121.34809,122.08015,118.17348,117.99414,117.27297,117.13189,118.94405,121.81652,124.57719,131.6923,132.45135,133.79547,131.4413,130.32443,129.84956,129.31113,129.9952,131.77202,130.327,130.327,130.327
Djibouti,9.3002,9.99319,10.25266,10.51997,10.7703,10.72013,10.76145,11.44643,10.85495,11.12583,10.43034,9.68165,9.6075,10.09211,10.34954,11.36071,11.61948,12.71808,13.32852,13.93896,13.88382,16.16016,17.2208,19.395575,21.57035,24.14857,23.85174,26.98957,30.74849,32.84621,34.639205,36.4322,38.64644,39.27531,39.33322,39.0539,39.43198,38.52107,40.94712,41.0148,42.62564,43.32403,45.00778,45.00778,45.00778
Dominica,68.503848,70.383616,72.263384,74.143152,76.02292,78.0571,80.09128,71.76337,73.73498,75.70659,77.6782,80.32617444,82.97414889,85.62212333,88.27009778,90.91807222,93.56604667,96.21402111,98.86199556,101.50997,106.93825,109.13349,112.22505,117.94167,115.03077,114.50452,113.63636,113.19413,111.1635,112.00124,108.79563,109.14123,104.243,102.51303,100.78306,93.76159,92.66543,91.56927,90.47311,89.37695,87.236,87.17142,86.99568,86.99568,86.99568
