,Country name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
221,Upper-middle-income countries,7379,4334,3451,4379,1205,33617,2654,8494,31613,4618,2561,5431,5348,3567,4632,6605,6862,4155,7875,52272,2501,4380,3260,2612,176794,4571,10336,3262,89384,3334,66902,4374,2087,2238,2828,1431,2557,2108,6282,1588,1629,1505,4705,64669,245
222,Uruguay,2.526315789,2.105263158,1.684210526,1.263157895,0.842105263,0.421052632,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,1,7,0,2,0,0,7,4.5,2,1.5,1,4,3.6,3.2,2.8,2.4,2,8,0,0,0,0,0,0,2,0
223,Uzbekistan,,,,,,,,,,,,,10,12,14,16,18,20,22,24,0,0,0,0,0,0,2.166666667,4.333333333,6.5,8.666666667,10.83333333,13,12,11,10,9,8,7,6,5,4,8,5,5,5
224,Vanuatu,0,0,2.25,4.5,6.75,9,28.5,48,1,0.5,0,1,2,4,0,0,0,0,0,44,23,2,0,1,2,0,0,0,0,0,0,0,4,8,12,11,5.5,0,0,1.5,3,0,0,0,0
225,Venezuela,0,20,24.5,29,33.5,38,3,136,77,0,25,50,75,100,44,22,0,83,15044,30005,15,9.5,4,1,40,97,0,4,8,0,49,17,0,0,0,0,0,1,2,6,3,46,142,12,12
226,Vietnam,402,236,70,734,188,891,600,123,157,959,184,492,287,270,361,269,1011,3692,413,799,592,392,147,128,189,308,579,326,407,360,221,138,72,215,38,52,162,284,134,59,310,35,60,30,30
227,Wallis and Futuna,0.7,0.75,0.8,0.85,0.9,0.95,1,1.571428571,2.142857143,2.714285714,3.285714286,3.857142857,4.428571429,5,4.736842105,4.473684211,4.210526316,3.947368421,3.684210526,3.421052632,3.157894737,2.894736842,2.631578947,2.368421053,2.105263158,1.842105263,1.578947368,1.315789474,1.052631579,0.789473684,0.526315789,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0
228,West Germany,0,0,0,0,3,0,2,4,6,5.666666667,5.333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
229,World,21313,34082,31593,192666,263563,129718,7303,18932,42069,10789,50963,158987,12280,21170,13085,22676,14751,18732,50368,70261,9727,31039,12157,109915,242186,89215,23865,16839,235369,10813,307735,41323,9608,21847,7975,22879,8395,9761,11665,11923,15632,10525,76100,86517,1520
230,Yemen,,,,,,,,,,,,10,20.5,31,135.6666667,240.3333333,345,207.5,70,0,31.5,63,53,15,51,87,30,99,90,11,22,28,34,40,33,26,40,50,49,26,202,46,90,255,255
231,Yemen Arab Republic,904.2,1205.6,1507,1297.142857,1087.285714,877.4285714,667.5714286,457.7142857,247.8571429,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
232,Yemen People's Republic,0,0,482,416.7142857,351.4285714,286.1428571,220.8571429,155.5714286,90.28571429,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
233,Yugoslavia,0,70,41,12,6,0,0,19,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Zambia,5.5,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,4,2,0,2,4,14,31,9,0,0,0,0,0.8,1.6,2.4,3.2,4,3,0,3,0,0
235,Zimbabwe,3.142857143,1.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,36,53,70,13,0,10,13.25,16.5,19.75,23,4,0,0,0,0,125,8,16,31,251,0,654,0,3,0,2,2
