,Country Name,Country Code_x,Country Code_y,ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
295,Turks and Caicos Islands,TCA,TCA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Tuvalu,,TUV,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Uganda,UGA,UGA,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,68.0,,,,71.0,,,,73.0,,70.0,,,73.80984,69.10131917999999,,,,,,80.58999817,
298,Ukraine,UKR,UKR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.97434999000001,,99.75347,99.76411,,,,,,100.0,,
299,United Arab Emirates,ARE,ARE,1.5,,,,,,,,,,,,,,,,54.0,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,92.98637,,,,98.0,,98.0,98.0,
300,United Kingdom,GBR,GBR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,United States,USA,USA,1.5,,,,,,,,,,,,,,,,,,,,99.4,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,
302,Upper middle income,,UMC,1.5,,,,,,,,,,,,,,,,,66.26718903,66.49082947,67.51542664,68.63815308,69.66098785,70.64652252,71.57012939,72.50382233,73.58393097,74.48500061,75.36734009,76.26551056,79.67043304,80.31057739,81.0411377,81.5865097,82.15757751,82.69789886,83.23142242,83.80123901,84.31269073,88.71679688,89.11769867,89.47644806,90.26699042,90.19641876,90.54138947,90.98182678,91.32369995,91.58415985,91.86817169,92.87728882,93.30886078,93.4050293,93.939090945,93.75010681,93.99739075,94.06516266,94.4168396,94.53935242,94.7611618,94.77168274,94.92601776,95.21391296,95.32048035,95.35308075,95.49536896,95.61952209
303,Upper-middle-income countries,,,1.0,,,,,,,,,,,,,,,,,,66.49083,67.51543,68.63815,69.66099,70.64652,71.57013,72.50382,73.58393,74.485,75.36734,76.26551,79.67043,80.31058,81.04114,81.58651,82.15758,82.6979,83.23142,83.80124,84.31269,88.7168,89.1177,89.47645,89.87667,90.19642,90.54139,90.98183,91.3237,91.58416,91.86817,92.87729,93.30886,93.40503,93.60919,93.75011,93.99739,94.06516,94.41684,94.53935,94.76116,94.77168,94.92602,95.21391,95.32048,95.35308,95.49537,95.61952
304,Uruguay,URY,URY,1.5,,,,,,,,,,,93.0,93.0,93.0,93.0,94.0,94.0,,,,,,,,,,95.0,,,,,,,,,,,97.0,,,,,,,,,,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,,,99.0,
305,Uzbekistan,UZB,UZB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,100.0,
306,Vanuatu,VUT,VUT,1.5,,,,,,,,,,,,,,,,,,,,53.0,,,,,58.200000380000006,,,,,,,,,,68.699998475,,,,,74.0,,,,,78.400000765,,,,,,,,,,84.699998475,85.05868,,,,,,89.099999235,,
307,Vatican,VAT,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Venezuela,VEN,,1.0,,,,,,,,,,,76.0,77.0,78.0,79.0,80.0,80.0,81.0,82.0,83.0,83.0,84.0,85.0,,,,,,,,,90.0,,,,,,,,,,,93.0,,,,,,95.0,,96.0,,95.0,,,,97.0,97.0,,,,,,97.6,
309,"Venezuela, RB",,VEN,2.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,90.0,,,,,,,,,,,93.0,,,,,,95.0,,96.0,,95.0,,,,97.0,97.0,,,,,,97.59999847,
310,Viet Nam,,VNM,2.0,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,88.0,,,,,,,,,,90.0,90.0,,,,,,,,,94.0,,,,,,,,,,96.0,,,96.0,
311,Vietnam,VNM,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,90.0,90.0,,,,,,,,,94.0,,,,,,94.51427,,,,96.0,,,96.0,
312,Virgin Islands,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Virgin Islands (U.S.),,VIR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Wallis and Futuna,WLF,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,West Bank and Gaza,,PSE,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,92.0,,93.0,94.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,,98.0,
316,Western and Central Africa (WB),,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55083,41.29014,41.97093,42.79779,43.57052,44.36271,45.13663,45.95827,46.83009,47.00222,47.86489,48.86634,50.23897,51.08981,47.57738,48.76512,49.49761,50.07911,51.42786,51.54042,52.22362,50.2877,50.72984,50.85757,51.41708,52.02649,52.57311,53.42175,54.14114,55.00662,55.46578,56.4722,59.74735,59.55367,59.70324,60.00732,60.29085,60.50555
317,World,OWID_WRL,WLD,1.5,,,,,,,,,,,,,,,,,65.65878147999999,65.94909834,66.57205981499999,67.233749695,67.84754971999999,68.450530505,69.042138575,69.61132025,70.27236969,70.864358495,71.416039255,72.10942039,73.824089525,74.34681850999999,74.906920695,75.28640873500001,75.69422075,76.10236179500001,76.50138927500001,76.91177184,77.29624088,79.28838174,80.46865041,80.80593936,80.97917969,81.28595867,81.64013836000001,82.114241275,82.44724137,82.454710955,82.425248595,83.011801335,83.38551165499999,83.60867155,84.22715879500001,84.41078093,84.601379695,84.90309952999999,85.286391105,85.67887939,86.000108405,86.177000975,86.437478555,86.54791130000001,86.74745089000001,86.92751156,87.15532842,87.356001405
318,Yemen,YEM,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,,,,,,,,,,68.78942,69.96195,,,,,,,,
319,"Yemen, Rep.",,YEM,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,54.09999847,,,,,,,,,,,,,,,,,,,
320,Zambia,ZMB,ZMB,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,68.0,,,69.0,,,,,61.127090225,,,83.0,,,,,85.11726,,,71.132300665,,87.5,,,
321,Zimbabwe,,ZWE,2.0,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,83.58271027,,,88.69342041,,,,,93.22754669,,,89.84999847,
